puuid,win,lane,role,teamPosition,individualPosition,kills,deaths,totalMinionsKilled,eligibleForProgression,timePlayed,gameEndedInEarlySurrender,gameEndedInSurrender,killingSprees,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,doubleKills,tripleKills,quadraKills,pentaKills,wardsKilled,wardsPlaced,visionWardsBoughtInGame,detectorWardsPlaced,objectivesStolen,turretKills,dragonKills,inhibitorKills,nexusKills,dangerPings,enemyMissingPings,enemyVisionPings,getBackPings,holdPings,needVisionPings,onMyWayPings,pushPings,visionClearedPings,goldEarned,goldSpent,inhibitorTakedowns,inhibitorsLost,itemsPurchased,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusLost,nexusTakedowns,objectivesStolenAssists,participantId,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,teamEarlySurrendered,teamId,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretTakedowns,turretsLost,unrealKills,visionScore
JoA6hTci5gyzmPEkxcDcGiW3ll2EaodElIYBjcO8Ms5yIMzgE59k6shlGwlremxp,False,TOP,SOLO,MIDDLE,BOTTOM,8,12,252,True,2074,True,True,0,False,False,True,True,0,0,0,0,4,14,3,1,0,1,1,0,1,7,1,2,0,5,4,2,3,0,14483,13737,1,1,15,1189,6,1,489,11878,1935,538,21,0,1,2,7,9839,6619,2799,1,50,43,48,5,24,19,10,1,False,200,87,10922,4236,829,13175,2822,1517,61,245,4,839,322,484,1,2,0,24
DO8W0nLKwUzGxGFnjoXKBEYvakl52SpEzCA41ZZoHcyGk051Yjefay4UThxzvdBv,True,TOP,NONE,BOTTOM,MIDDLE,7,2,199,False,2754,True,True,3,False,False,False,True,2,2,1,0,6,11,1,0,1,3,3,1,0,8,2,7,5,2,4,0,3,4,14435,13144,0,0,23,1370,2,0,857,10139,1076,634,24,0,1,3,8,12479,3056,921,2,44,49,13,5,33,2,18,3,False,100,68,29371,4633,1019,8767,2233,1082,91,246,4,1482,561,191,2,1,1,14
j4VtU5PIxzCxECF1wskEMlO5zKojiSkrbSkn0sO1AfmGLcp6rEnVofVp4sXftXy9,False,BOTTOM,SOLO,MIDDLE,TOP,4,5,135,False,1353,False,True,2,True,False,True,True,1,2,0,0,9,8,0,0,2,0,0,2,0,5,6,9,5,4,2,5,1,5,16262,12599,1,0,27,1293,5,2,825,6324,1902,901,45,0,0,2,9,18408,7480,2660,0,50,22,22,2,13,28,16,22,False,200,54,20994,6650,1747,5569,1651,251,30,190,1,1401,885,157,2,3,0,38
suyYkIPU3v5XZP4EHXwHZFpL6WiXK0STD5uEDMf6OSSYb8qAGKdBkhDJ7QCTV76l,False,JUNGLE,SUPPORT,BOTTOM,MIDDLE,8,4,162,False,2101,False,True,3,True,True,True,True,1,3,1,0,6,8,1,1,1,1,3,2,1,2,2,4,0,1,3,5,2,1,11029,11875,3,2,18,1398,3,2,818,12025,3188,1180,32,0,1,0,9,11949,4215,2612,2,45,21,39,5,27,11,50,11,False,100,153,15812,9783,559,13859,2354,938,69,172,4,594,695,193,2,1,1,29
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,False,TOP,NONE,MIDDLE,JUNGLE,3,11,221,False,1091,True,False,0,True,True,True,False,0,1,1,1,0,4,1,0,0,4,3,1,1,10,6,2,2,3,0,0,5,2,14158,9935,1,2,24,515,4,3,522,9678,2821,1824,20,1,1,1,5,17775,1218,2476,0,13,41,43,4,35,20,15,15,True,200,83,11646,3018,459,8506,1467,582,49,254,3,1211,573,426,5,2,0,49
pUyoSBkMMg870qO021dE0tk3V0GfqPnLJ5IFkcqCGfYQRIj8KMg5cAWmvOL2ffe6,True,JUNGLE,SOLO,JUNGLE,MIDDLE,1,5,182,True,2707,False,False,5,True,True,True,False,3,3,0,0,6,10,3,2,2,3,1,0,0,5,6,4,1,1,3,3,2,1,12580,8565,1,1,24,722,8,1,789,11413,1268,1330,18,1,0,0,10,19672,1656,1555,1,25,48,16,2,36,29,17,7,False,100,101,22357,9832,819,5935,1202,171,100,134,4,935,615,442,3,1,0,41
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,False,BOTTOM,SOLO,TOP,JUNGLE,15,3,248,False,1246,False,False,3,False,True,False,True,3,1,1,1,10,15,3,0,1,5,2,0,1,3,6,2,3,5,1,1,0,0,14031,10715,3,1,19,1446,4,3,376,12627,4067,1791,28,0,0,1,2,17573,1911,1212,3,21,13,38,5,47,6,47,9,False,200,85,26870,9135,159,8756,3275,1033,33,299,1,1881,447,275,3,2,1,12
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,True,MIDDLE,NONE,BOTTOM,MIDDLE,4,4,203,False,2859,True,False,4,True,True,True,True,5,3,1,1,4,12,3,2,2,4,2,1,1,2,0,9,0,3,3,0,1,0,13807,9156,1,2,24,618,10,3,565,14683,3339,1600,39,1,0,1,10,10572,3240,2958,1,24,40,41,1,42,9,39,9,False,200,146,16251,3432,1658,13448,1720,957,73,205,5,943,479,272,0,1,0,39
PUkktfHC0kBOuAOFhM4UrbhzEh6IZQTpZ2TSn7oEStFJy5jVaHjSO4TSNtZLuNwc,True,JUNGLE,SUPPORT,BOTTOM,JUNGLE,13,15,204,True,1601,False,True,1,True,False,False,True,0,0,0,0,9,2,0,3,2,3,2,2,1,0,4,10,1,1,5,2,0,5,15531,10846,2,2,24,698,4,3,536,13145,2917,1695,21,1,1,3,7,15204,6051,2173,0,16,16,17,5,28,17,18,3,True,200,123,27985,4281,177,12191,2071,1243,85,175,1,1087,196,373,5,1,1,17
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,False,BOTTOM,NONE,JUNGLE,MIDDLE,10,6,288,True,1441,False,False,4,True,True,True,False,3,1,0,0,4,7,3,3,2,2,3,2,0,6,8,8,3,0,2,1,1,4,11865,8705,3,0,24,1064,7,0,635,11174,4948,626,30,1,0,2,5,8579,6672,2068,1,46,21,19,5,50,24,19,2,False,200,104,25771,8813,1598,8252,1790,514,27,271,4,1629,909,223,0,3,1,47
