puuid,win,lane,role,teamPosition,individualPosition,kills,deaths,totalMinionsKilled,eligibleForProgression,timePlayed,gameEndedInEarlySurrender,gameEndedInSurrender,killingSprees,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,doubleKills,tripleKills,quadraKills,pentaKills,wardsKilled,wardsPlaced,visionWardsBoughtInGame,detectorWardsPlaced,objectivesStolen,turretKills,dragonKills,inhibitorKills,nexusKills,dangerPings,enemyMissingPings,enemyVisionPings,getBackPings,holdPings,needVisionPings,onMyWayPings,pushPings,visionClearedPings,goldEarned,goldSpent,inhibitorTakedowns,inhibitorsLost,itemsPurchased,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusLost,nexusTakedowns,objectivesStolenAssists,participantId,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,teamEarlySurrendered,teamId,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretTakedowns,turretsLost,unrealKills,visionScore
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,True,TOP,CARRY,BOTTOM,MIDDLE,14,2,110,True,2100,True,True,5,False,True,False,False,5,0,1,1,7,14,1,3,2,5,1,1,1,10,7,3,3,3,1,2,2,3,8093,8163,2,1,27,810,2,0,820,8956,3800,1361,25,0,1,3,1,9790,1448,2925,0,11,32,11,5,20,9,41,11,True,200,72,20748,8956,1241,5351,3011,448,81,271,2,1310,441,488,0,0,1,29
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,True,BOTTOM,CARRY,TOP,MIDDLE,8,5,255,True,1988,True,False,0,False,True,True,False,5,0,1,1,3,6,2,1,1,5,3,0,1,6,1,10,4,0,5,4,5,2,14295,14021,1,0,25,1120,4,0,593,10350,3103,978,32,0,0,1,1,9360,4818,1064,0,25,12,27,5,31,1,38,15,True,100,121,21921,6123,1287,8826,4145,928,23,152,5,749,416,498,1,0,0,19
fyECNNw0XtsUuIwMExJTeLbcGLdfZIkVpUHmqxsnAw0fRDDI6Y8vxvnHsN7p7waT,True,JUNGLE,NONE,TOP,MIDDLE,0,2,259,True,2059,False,False,4,False,False,False,False,3,2,1,0,10,9,1,2,3,2,2,2,1,3,2,9,5,1,3,0,1,5,9937,13737,2,2,30,943,6,1,730,12191,4757,595,41,1,1,2,4,11697,4114,886,2,37,39,42,5,38,20,10,1,False,100,194,28119,4184,40,10351,1692,929,84,151,1,1475,817,195,3,3,1,49
4vsoAhKUOgM7Zmtpt3wlI309A3vPR8XWe6F7eI973xOyjkLlS8Sopqmf5b5EHLnh,False,BOTTOM,NONE,BOTTOM,JUNGLE,3,10,269,False,1113,False,True,2,True,False,True,False,2,0,0,1,3,9,1,0,2,5,0,1,1,5,7,1,2,2,2,1,0,0,16240,10827,1,0,24,1124,2,2,410,5026,2158,1213,40,1,0,0,3,10630,7413,1501,3,31,43,22,4,31,11,39,29,True,100,65,17099,9063,886,5245,3736,323,71,118,3,519,957,371,5,0,0,43
FfGgF8x4eoJTI8gIIc7eHsVcK4EWq06BazN5kMAbZJwX1tqNQvKOfZ81piDA7ciP,False,BOTTOM,SUPPORT,TOP,TOP,4,9,198,False,2979,True,True,4,False,False,False,True,0,1,0,1,4,12,3,1,2,1,3,1,1,6,0,3,5,5,5,4,5,2,11478,12464,2,0,15,984,6,1,551,5371,2329,1214,42,0,0,2,9,17056,7319,584,1,21,27,50,1,13,29,12,10,False,200,180,16705,9410,254,9667,3916,1391,73,107,3,1776,278,366,5,0,1,42
IHrXsS9N90qvnHTcJXkdyWTlB8EYESHYXKj7lHf7bGGTWwX1bnftzxUBYXQ5YpuU,False,TOP,SUPPORT,TOP,MIDDLE,14,2,110,True,1469,False,True,5,False,False,True,True,5,1,1,0,8,0,1,2,1,2,2,0,1,7,3,10,0,5,1,2,4,4,16209,11882,0,2,24,876,0,1,842,6515,3945,1354,22,1,1,3,2,19657,4085,2284,1,34,36,18,4,45,3,23,8,False,100,72,25178,4517,1956,10530,4586,509,76,156,2,1754,879,361,0,1,1,42
HZTOqvd8DzlnvfJlU81bZQXjKv2y8lZD44UZtZtLDHeFu2dh34xsV0RMw4Zil06A,False,TOP,CARRY,TOP,MIDDLE,9,8,210,True,1969,False,True,5,True,True,True,True,1,2,1,1,5,5,0,1,1,3,3,2,0,7,4,10,5,0,1,0,4,4,10905,10283,0,0,24,1315,8,2,789,10196,1056,757,47,0,0,2,10,6784,5118,665,3,41,15,27,5,28,8,29,14,True,200,100,14270,6486,1015,13134,1726,1831,98,186,1,1408,949,391,3,1,0,38
odVOnUJgGua57qVurYeHSW57kWpuDJEZEemRT7R45ct3cVBWTNnVIvq6UsfhfKyp,False,JUNGLE,CARRY,BOTTOM,BOTTOM,4,12,207,True,1503,False,False,1,True,True,False,True,1,3,1,0,6,9,2,1,3,0,2,1,1,8,2,10,2,2,5,4,3,2,9160,8188,3,2,17,1110,0,2,624,13208,3445,1790,14,0,1,2,5,19439,6593,1625,3,17,42,39,1,47,9,33,22,False,200,103,24305,6896,1386,5867,1224,1573,20,180,5,1019,561,127,3,3,1,45
4is2PT4YmJbdc1rxapHUOF40CiSPJK79O0PaS3vTzoMTs4TVY6GH2mqhGb54VXH0,True,BOTTOM,SUPPORT,JUNGLE,TOP,2,4,279,True,2628,True,True,2,True,True,False,True,0,3,1,1,9,12,1,1,1,3,2,1,1,1,1,3,4,4,2,5,1,5,17585,12754,1,2,25,775,9,0,341,14138,3606,1280,28,1,1,3,10,10118,5496,2262,2,17,11,23,2,14,23,22,2,True,100,118,12255,5858,1373,7609,4200,1398,76,151,2,658,991,388,0,3,0,35
YfuaJOOZXmHcHurRx69gXv1cnhHqMjPMk9C30OIQlyTLlAY9tHnJIaxran1Y9KV2,True,BOTTOM,SOLO,MIDDLE,MIDDLE,2,2,117,False,2256,False,True,3,True,True,False,False,5,1,1,1,5,6,0,1,3,4,1,0,0,0,0,8,1,1,0,2,5,2,15063,8376,1,0,19,860,8,1,863,14784,2260,1578,43,1,1,1,7,10968,1012,2711,2,11,10,42,3,42,15,42,29,False,100,153,11880,5344,303,6789,2164,1687,12,229,1,621,715,190,5,3,1,31
