puuid,win,lane,role,teamPosition,individualPosition,kills,deaths,totalMinionsKilled,eligibleForProgression,timePlayed,gameEndedInEarlySurrender,gameEndedInSurrender,killingSprees,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,doubleKills,tripleKills,quadraKills,pentaKills,wardsKilled,wardsPlaced,visionWardsBoughtInGame,detectorWardsPlaced,objectivesStolen,turretKills,dragonKills,inhibitorKills,nexusKills,dangerPings,enemyMissingPings,enemyVisionPings,getBackPings,holdPings,needVisionPings,onMyWayPings,pushPings,visionClearedPings,goldEarned,goldSpent,inhibitorTakedowns,inhibitorsLost,itemsPurchased,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusLost,nexusTakedowns,objectivesStolenAssists,participantId,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,teamEarlySurrendered,teamId,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretTakedowns,turretsLost,unrealKills,visionScore
zWaIiqbxEuRUj5wLpLQlRgWM38Zxy9IenlIgcim9v7rIXzWxDFoM8aEvqiNZtYBO,True,BOTTOM,CARRY,JUNGLE,TOP,13,2,275,True,2235,True,True,4,True,False,False,False,1,3,0,0,6,9,2,3,0,2,3,1,1,1,6,7,5,5,4,2,4,3,19355,11939,0,2,30,1321,6,3,864,12652,3619,1519,31,1,1,3,2,7787,3855,1236,2,45,22,49,1,42,28,28,6,False,200,52,22386,8433,1419,9255,4347,394,56,202,4,1379,535,296,2,1,1,38
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,False,JUNGLE,CARRY,TOP,JUNGLE,6,15,145,False,2277,False,False,1,True,False,True,True,4,3,1,0,5,2,2,1,3,2,1,1,1,5,4,6,3,5,5,5,2,0,10765,10741,1,1,27,1353,0,0,444,12524,1907,644,32,0,1,2,3,6781,6194,2644,1,29,39,25,5,32,27,30,18,True,200,83,10403,3424,734,12058,3113,444,80,122,4,511,424,195,5,0,1,37
Tn7zFPyQDgy8RsQKTvVaaxFfGloxRGuIlkD4VwNhWNgorx0GaHyVvAE1KZByazMa,True,JUNGLE,CARRY,MIDDLE,TOP,2,5,127,True,2829,False,False,2,True,True,True,False,5,1,0,0,1,5,0,1,2,0,3,2,1,7,6,2,5,4,3,0,1,0,11614,8611,2,2,25,1485,8,2,496,12481,4407,1493,12,0,1,3,9,17924,3546,1073,1,29,13,22,1,33,23,39,20,True,200,107,10757,4870,1997,13926,2073,1906,35,128,1,804,873,367,3,1,1,41
Cq3mACSwM1yRpaLfMXvKO6Dl0KARb99Z3qxrDbk15wCzwhRBBpNhKfg9tOUEKWpE,False,JUNGLE,CARRY,MIDDLE,MIDDLE,4,2,253,False,1758,True,True,1,False,False,True,False,5,1,0,0,2,2,2,0,0,1,3,0,0,1,6,3,1,5,5,1,3,2,14465,12169,0,0,24,561,5,3,506,14638,3140,1635,39,1,0,1,10,11345,1138,2734,3,45,13,38,1,11,19,26,20,True,100,59,26239,8808,1318,13790,1968,1215,16,269,1,1270,672,295,1,2,1,32
BXAYh3zFpQgmeGxgGygrqJnIjScts12wfw9aUQmCaRB8Zo3KUbFAVchJ5a6keRiT,True,TOP,SUPPORT,BOTTOM,TOP,7,14,207,False,1643,False,False,2,True,False,False,True,3,1,0,0,10,11,1,2,3,0,2,0,0,0,1,4,1,3,3,3,4,1,8355,14425,1,1,17,640,6,0,353,6658,1847,1342,37,0,0,2,7,15336,7497,1757,0,12,40,10,5,41,27,31,6,True,100,148,12666,8071,653,6967,4741,1573,52,209,3,553,605,182,1,2,0,23
EDxNwyBeSXGwM3qoQU22W7j3tvGEPrY2aOHCC07AalA19TPO5hLHEqkVgAkbOYz3,False,BOTTOM,NONE,JUNGLE,MIDDLE,6,12,114,True,2277,True,False,4,True,True,False,False,2,3,1,0,4,7,3,1,0,5,0,2,1,10,8,3,3,3,5,5,3,0,11486,9653,1,1,29,533,1,3,551,11497,4606,895,19,1,0,0,7,10536,5935,2933,1,22,38,24,1,38,29,42,16,True,200,128,18764,9222,785,10648,3754,221,52,152,4,546,424,285,2,0,0,25
8KUc5ji1NJn0qNCc0iezH9BnSBXDBtSI1JjKfiTFJy213YTd5rmwHnk6y4nwqkDZ,False,TOP,SOLO,JUNGLE,TOP,4,2,251,False,1866,True,False,0,False,False,False,False,4,0,1,0,10,7,1,3,0,0,3,2,0,9,7,2,1,5,0,1,0,1,14125,8575,0,0,24,1500,2,1,486,14486,1097,1969,30,1,1,0,3,17011,7965,2994,0,26,16,19,4,35,15,50,30,True,100,112,29723,4475,67,10135,4968,899,81,278,3,1179,171,241,5,2,0,35
De2mwAcVM4J8d1DYBAyy58WmQYvvonksnnrb6mXpf8VdNOg8BualN8D8TrKahu3Y,True,MIDDLE,SOLO,MIDDLE,TOP,9,15,242,False,1857,True,True,5,True,False,False,True,0,2,1,1,8,7,0,1,0,3,2,2,0,2,6,0,5,1,3,2,0,1,8690,10882,1,2,19,1394,0,1,552,8713,3279,595,48,0,0,3,6,14807,4387,930,1,12,17,23,4,45,13,35,21,False,200,197,15219,5704,291,11889,3079,1575,10,158,4,1609,490,333,1,0,0,46
QGE1enw3APRZcnJJhQE01PECbbDhw8m29n9FACvLlZeW7Anf7dPMzVtdUDecThrd,False,MIDDLE,CARRY,MIDDLE,JUNGLE,1,3,156,False,1513,True,False,5,False,True,False,True,1,2,1,0,8,10,2,0,1,2,1,2,1,3,3,5,4,5,5,2,0,2,17208,13802,3,0,23,1372,7,1,809,9289,3126,1364,24,1,0,0,8,8114,5292,1112,3,20,15,47,2,29,11,18,15,True,100,54,10483,3088,1269,6211,3805,1533,11,191,5,688,612,121,0,2,0,25
orFUSUyCd8QKkvVIPbwdnChTn88HAhkFDzpHcjC7JHX3W2VS8385J6jan3tY7WNa,True,BOTTOM,SOLO,BOTTOM,BOTTOM,7,15,252,True,1139,False,True,5,True,False,False,False,2,2,0,1,6,13,1,3,2,1,2,2,0,6,3,6,1,5,0,4,4,5,8281,9051,0,0,21,1250,1,1,308,7864,1778,1144,43,1,0,0,1,6097,5654,1389,0,21,19,24,3,34,3,24,8,False,100,144,10401,5877,664,13036,1726,1880,48,217,3,1925,147,407,2,1,0,32
