puuid,win,lane,role,teamPosition,individualPosition,kills,deaths,totalMinionsKilled,eligibleForProgression,timePlayed,gameEndedInEarlySurrender,gameEndedInSurrender,killingSprees,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,doubleKills,tripleKills,quadraKills,pentaKills,wardsKilled,wardsPlaced,visionWardsBoughtInGame,detectorWardsPlaced,objectivesStolen,turretKills,dragonKills,inhibitorKills,nexusKills,dangerPings,enemyMissingPings,enemyVisionPings,getBackPings,holdPings,needVisionPings,onMyWayPings,pushPings,visionClearedPings,goldEarned,goldSpent,inhibitorTakedowns,inhibitorsLost,itemsPurchased,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusLost,nexusTakedowns,objectivesStolenAssists,participantId,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,teamEarlySurrendered,teamId,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretTakedowns,turretsLost,unrealKills,visionScore
9LWCUwVcbGjj5RfwUOI5o751yHnlaGof7sI0cWiIykoNjrSbBRvxlcOx0RJgHe40,False,JUNGLE,NONE,BOTTOM,JUNGLE,6,6,139,True,1352,True,True,3,False,True,True,True,0,0,1,0,9,9,3,0,1,3,1,0,0,1,2,6,4,1,0,0,1,5,16387,12605,0,0,15,1005,8,3,549,12827,1918,989,20,0,0,1,10,8826,5449,1712,1,10,13,30,5,43,21,14,26,False,100,114,23790,9341,1076,14537,3422,1816,51,150,1,1690,459,190,1,3,0,49
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,True,MIDDLE,SUPPORT,TOP,TOP,4,10,154,True,2978,True,False,1,True,True,True,True,1,2,1,0,2,3,3,2,2,4,2,0,1,9,3,4,3,4,1,0,0,2,8096,10090,0,2,24,545,0,0,663,8480,2793,1674,15,1,0,3,10,19962,5566,932,2,33,32,17,4,45,1,49,12,True,200,147,10117,2129,469,9425,2138,56,83,208,5,1245,541,422,1,2,1,13
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,True,TOP,SOLO,MIDDLE,MIDDLE,1,11,229,False,2330,False,True,1,True,True,True,False,4,3,1,0,6,10,1,3,0,2,1,1,1,5,3,2,0,1,3,3,2,1,17917,8535,1,1,30,759,1,0,847,6520,3697,511,41,0,0,0,8,10326,6563,1454,2,42,46,34,4,48,18,34,29,False,100,180,21628,6665,1450,11613,4101,1191,89,280,3,1588,962,123,0,3,0,42
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,True,MIDDLE,NONE,TOP,MIDDLE,7,1,142,False,2264,False,True,1,True,False,True,False,0,1,1,1,2,5,1,1,1,0,1,0,1,3,10,10,5,5,4,3,5,5,13648,14493,3,1,24,1370,6,3,725,14611,1874,1759,50,1,0,0,7,8621,2910,857,3,13,42,43,4,35,2,37,22,False,200,57,17400,4166,1555,13603,2602,1316,74,112,1,960,269,140,2,2,0,26
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,False,BOTTOM,CARRY,TOP,JUNGLE,12,1,132,True,2399,False,True,3,True,True,True,False,2,0,1,1,0,9,0,3,1,2,2,1,0,1,9,6,5,3,2,2,3,1,14477,12839,0,1,26,1065,5,2,544,7542,2806,1488,24,1,0,0,7,9813,2566,2086,2,25,12,18,2,32,20,19,29,False,200,183,25210,7972,1521,9880,4287,431,25,231,3,739,389,295,2,2,0,48
LEaikTvgdu04lQnIN37hr6aaecakJrVyDxQxhSUFJMQzelM8hW1YPeDoE4984KRa,False,JUNGLE,CARRY,MIDDLE,TOP,1,9,270,True,2927,True,False,3,True,True,True,False,2,1,1,1,10,5,1,2,1,1,0,2,1,7,5,6,5,1,2,0,1,1,17534,14819,3,2,30,1365,10,3,434,8295,3762,1853,38,0,0,2,1,12087,6506,2102,2,43,31,27,1,19,17,15,18,True,100,64,26772,8621,40,5342,2512,1022,71,141,2,1468,392,294,0,2,0,16
QalTxFKYbktsqMssEVUn1HDuf4DtBBYkmqRFbnY1hSZDN9vBe0RFlhFWbudfS4HG,False,JUNGLE,NONE,MIDDLE,JUNGLE,5,12,210,False,2047,False,True,2,True,True,True,True,1,1,0,1,9,10,0,0,2,0,1,1,0,6,3,6,1,2,3,2,5,5,9155,8701,1,1,19,613,1,2,679,11192,3023,1207,17,1,1,2,6,16821,7556,2993,0,23,47,37,2,19,4,19,30,True,100,77,14354,4265,1002,9262,1740,208,15,109,4,1992,561,412,5,2,0,16
PTB740TtyjqdrkYZjYJuNruNAyeJBuEhsXcrSZAuVGwm6RWzIJMV29sZLIVvKzwn,True,MIDDLE,SUPPORT,TOP,JUNGLE,10,5,124,False,1421,False,True,0,False,True,True,False,3,3,0,0,9,8,2,3,0,0,1,2,0,9,5,9,5,5,1,2,3,5,11304,11403,3,0,28,983,1,0,680,6649,1800,1170,18,0,1,1,3,16980,7847,1155,2,28,10,30,3,37,20,35,7,True,200,93,10831,7881,1349,14465,4089,604,20,253,2,796,709,176,1,2,1,48
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,True,BOTTOM,SUPPORT,TOP,BOTTOM,5,4,237,True,1398,True,True,3,True,False,True,False,5,0,1,1,7,5,1,0,3,4,0,2,1,0,1,8,1,4,3,5,0,0,11108,9579,2,0,20,1143,6,0,334,12584,3845,1554,34,1,1,0,7,12915,5866,1410,0,19,21,26,1,15,24,45,23,True,100,141,11222,3897,1804,14638,2246,1985,41,245,3,1824,715,161,3,3,1,28
AcUUEi2haqD3LUJIL7FpQw2QAlveQwQZ10kE7HNZgVIgADBC0Jk7R51HtYbM1hRc,True,JUNGLE,SOLO,BOTTOM,BOTTOM,9,9,133,False,1413,False,False,4,True,True,False,True,0,3,0,1,0,10,0,2,3,0,1,0,0,8,10,7,4,1,2,1,3,5,11051,8747,1,1,20,1106,3,1,395,7647,4486,1731,14,1,0,0,6,10848,7999,2873,1,32,15,42,5,49,29,40,17,False,200,149,14127,8083,1423,11818,2400,1820,90,257,2,780,835,147,0,1,0,26
