puuid,win,lane,role,teamPosition,individualPosition,kills,deaths,totalMinionsKilled,eligibleForProgression,timePlayed,gameEndedInEarlySurrender,gameEndedInSurrender,killingSprees,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,doubleKills,tripleKills,quadraKills,pentaKills,wardsKilled,wardsPlaced,visionWardsBoughtInGame,detectorWardsPlaced,objectivesStolen,turretKills,dragonKills,inhibitorKills,nexusKills,dangerPings,enemyMissingPings,enemyVisionPings,getBackPings,holdPings,needVisionPings,onMyWayPings,pushPings,visionClearedPings,goldEarned,goldSpent,inhibitorTakedowns,inhibitorsLost,itemsPurchased,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusLost,nexusTakedowns,objectivesStolenAssists,participantId,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,teamEarlySurrendered,teamId,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretTakedowns,turretsLost,unrealKills,visionScore
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,False,MIDDLE,SUPPORT,JUNGLE,BOTTOM,0,4,134,False,1595,True,False,5,False,True,False,True,1,0,1,0,9,4,1,3,2,2,1,1,0,10,2,5,0,0,0,0,5,4,17906,14690,1,2,30,904,3,1,698,9725,4355,1726,36,1,1,2,9,18944,2207,2294,2,29,49,22,3,41,5,18,5,True,200,71,21141,3996,335,6068,3689,1433,95,134,5,929,395,190,2,0,0,32
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,True,BOTTOM,NONE,BOTTOM,TOP,9,6,158,False,1681,True,True,0,True,True,False,True,5,3,1,0,2,0,1,3,1,4,1,0,1,10,1,6,4,4,4,0,1,5,10960,12496,2,2,28,1089,9,2,475,9163,1773,1393,44,1,1,0,5,17325,4502,2763,2,31,42,19,4,33,3,13,4,True,100,142,20805,6521,84,9158,4530,144,24,174,2,1906,839,284,3,1,0,10
1NkhvZDlWzGxZ0TXgGmvfTtwL5COWFil5fbUMU0Y5QYaWSnPm1CLcyOVikcanvy6,False,BOTTOM,SOLO,MIDDLE,MIDDLE,6,11,240,False,1191,False,False,4,True,True,False,False,4,2,1,1,0,0,2,3,1,1,3,2,0,6,4,0,4,4,2,2,5,5,13092,9053,3,0,20,802,9,1,900,5002,1853,853,36,1,0,1,8,9699,3140,1191,3,24,43,34,3,45,14,22,28,False,100,160,27013,7276,1838,6719,1054,893,28,224,5,850,991,262,4,2,1,34
Y6IxM17j0obl7uCEHNUJ9nBVWl6Zx2SmtvQvnb7145X5MfmfF2pSdYwDXiMyf68B,False,BOTTOM,SOLO,TOP,JUNGLE,4,15,137,False,2577,True,False,3,False,True,True,False,0,1,0,0,7,5,0,0,1,2,2,2,0,7,7,4,3,0,4,2,0,2,16745,13451,2,0,24,1068,1,0,524,6310,4344,942,17,0,1,2,5,18177,3685,1952,0,19,48,50,5,49,3,11,11,True,200,108,28353,3093,283,5554,3234,784,40,126,4,1921,130,235,4,0,0,38
M1JwrYjIWvdga90g1iIQXRJj8Kl6pmkYTJpjociYfrakYqfc0Kt4TX6JYcxANvOm,False,TOP,NONE,TOP,MIDDLE,6,12,107,False,2204,False,True,5,True,True,True,True,4,0,1,0,7,7,0,0,2,1,0,1,1,10,6,0,4,4,4,3,3,1,11971,13584,2,0,24,1063,1,0,892,9994,2202,1688,30,1,0,3,8,10094,3993,722,0,48,47,37,2,18,24,36,11,True,200,196,21974,2095,819,5125,3841,806,67,148,2,736,475,376,4,1,0,30
ZPif3gZoGt0xlMPdgbZfNk5Xn5FOUTe80NzyekaZU2v3HTC52GENLLuG8C08yMtM,False,MIDDLE,SOLO,MIDDLE,MIDDLE,1,15,227,True,1455,False,False,4,True,False,False,False,4,0,1,0,1,7,1,1,0,3,3,2,1,2,4,6,1,4,4,4,1,5,9189,9674,0,0,26,974,3,1,837,5394,3736,960,25,0,0,0,9,7968,7433,693,2,45,41,39,1,23,8,12,20,True,100,103,15853,4367,298,11657,3958,1657,93,212,5,1326,761,464,5,0,0,19
JrE9ZfXWflnYWCM8ZvZ4DJDZybdzOSbfuOZBHeQc3TP13VPZG3rmVOCeHdEYPTyn,False,BOTTOM,SUPPORT,TOP,BOTTOM,14,11,112,False,2815,False,False,3,False,False,False,True,1,0,0,1,3,0,0,1,3,0,1,0,1,9,3,9,5,0,3,3,3,2,8906,12007,3,0,25,539,4,0,754,8738,1161,840,11,0,0,1,10,12454,5317,1775,0,10,32,48,2,27,20,19,23,False,100,112,17843,3216,1684,9625,3655,920,56,141,4,811,981,100,3,0,0,40
vdy3UgWTKdxaVwRd7kqo7x3BiOgeyTM5uLAkxujvX7kO26VVCHfwOSnJgaAPzBDc,True,JUNGLE,SUPPORT,BOTTOM,TOP,3,8,196,True,1966,False,True,4,False,True,False,False,5,0,0,1,1,1,2,1,2,2,0,0,0,3,0,2,1,3,2,5,3,1,8283,10299,0,1,23,1273,6,2,560,12058,3851,955,49,0,1,0,10,8742,6016,517,3,21,27,13,4,41,15,47,4,False,200,162,11927,5872,563,8146,2104,632,88,208,3,1803,183,401,3,1,1,50
EHx0IRe6G6bMRkFai1hEx37SJchakHLlsYfeGvDYyn9CWfW6JvQqyWTRNR0OP6JK,False,BOTTOM,SUPPORT,MIDDLE,JUNGLE,14,0,107,False,2744,False,False,1,False,True,False,True,3,1,0,1,6,1,1,1,1,2,2,0,0,6,7,10,4,0,3,2,5,0,9023,12405,2,2,20,1487,1,3,538,5647,4504,720,32,1,0,3,1,18401,4805,986,3,40,43,35,4,37,20,26,5,False,200,194,22171,2427,1906,11591,3291,1984,99,215,2,1393,300,393,0,1,1,13
GQb945fMZYbo7ee05greuRNgZepu9PaAk26gO02ztEWny6GQCEYR8KzWa1GXIgC0,True,BOTTOM,SUPPORT,TOP,JUNGLE,0,0,137,True,2860,False,False,5,False,False,False,False,2,3,0,0,4,12,0,1,0,0,0,1,0,6,6,7,5,2,2,5,4,0,15891,14776,0,0,30,1068,5,1,472,5273,4763,1488,46,1,0,0,3,15808,6661,1129,1,22,13,47,3,47,26,10,9,True,100,134,26843,4253,433,8098,3370,1543,80,143,1,1352,312,434,1,0,0,38
