puuid,win,lane,role,teamPosition,individualPosition,kills,deaths,totalMinionsKilled,eligibleForProgression,timePlayed,gameEndedInEarlySurrender,gameEndedInSurrender,killingSprees,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,doubleKills,tripleKills,quadraKills,pentaKills,wardsKilled,wardsPlaced,visionWardsBoughtInGame,detectorWardsPlaced,objectivesStolen,turretKills,dragonKills,inhibitorKills,nexusKills,dangerPings,enemyMissingPings,enemyVisionPings,getBackPings,holdPings,needVisionPings,onMyWayPings,pushPings,visionClearedPings,goldEarned,goldSpent,inhibitorTakedowns,inhibitorsLost,itemsPurchased,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusLost,nexusTakedowns,objectivesStolenAssists,participantId,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,teamEarlySurrendered,teamId,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretTakedowns,turretsLost,unrealKills,visionScore
WYQhyLeJCJdNzRbeXcRgtQS5ba0TyvxP9ep4fb32nLY6gyLW5vqxGwcVC2OQIxEk,True,BOTTOM,SOLO,BOTTOM,TOP,11,11,153,False,2726,False,False,0,True,False,True,False,4,3,0,0,6,0,2,2,3,0,3,2,1,4,5,9,0,1,5,5,5,4,18540,8781,2,1,23,715,3,0,865,8234,4443,1956,13,1,1,2,1,13646,7116,1111,3,17,21,33,2,22,8,28,9,True,100,72,29457,5715,855,6355,1139,607,87,125,2,1500,130,439,2,1,1,23
O0ivLtnH3eyZlCyeDe3nu94ukxs7ltpDs086ZO5wp5WzRpU1lDIcfW8PFJPdVze2,False,JUNGLE,NONE,TOP,JUNGLE,0,12,187,True,1865,True,False,4,True,False,False,False,2,1,1,1,3,7,2,0,3,0,0,1,1,1,3,4,3,4,3,2,3,3,9194,9658,0,2,26,799,6,3,503,12009,3566,1019,47,1,1,2,9,10214,1515,2677,1,22,35,32,1,13,11,25,16,True,200,59,29638,7654,136,13430,1657,1384,77,255,5,1306,880,119,5,3,1,17
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,False,BOTTOM,SOLO,JUNGLE,JUNGLE,14,12,114,False,1180,False,True,0,False,True,True,False,3,1,0,1,6,4,1,0,0,1,0,0,0,0,0,0,1,3,5,1,1,3,17302,9713,1,1,20,1451,8,0,656,5319,2760,658,26,1,1,1,8,14635,7892,1233,3,50,21,34,2,23,5,38,22,True,200,120,20948,7810,1907,14727,1657,351,74,174,3,1501,737,202,5,1,1,17
gWXKwdvb9Psr27aDkTD7BUCyOLiaUCGepln43EQ72eywbEcKUv778QWwNMaqYy2l,False,MIDDLE,NONE,BOTTOM,BOTTOM,0,15,235,False,2967,True,False,5,False,False,False,False,0,2,1,0,5,11,0,0,1,1,0,1,0,4,0,10,0,3,5,4,1,0,18206,11876,2,0,30,664,1,0,628,8556,3567,953,37,0,0,0,9,5624,1732,2651,0,22,11,34,2,16,15,32,22,True,100,103,15001,4290,359,10450,4824,25,67,210,1,1121,100,297,2,1,1,46
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,False,JUNGLE,NONE,TOP,TOP,9,15,201,True,2777,True,False,3,True,True,True,False,5,0,0,1,6,7,1,1,0,5,0,2,1,2,5,3,3,2,0,2,2,3,18693,14723,2,1,30,1370,10,3,704,12091,2446,1231,49,1,0,0,9,19139,5588,2996,1,49,31,24,3,50,3,39,21,False,100,74,18033,9301,113,12054,3522,1079,54,106,5,1220,438,494,1,1,1,13
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,True,MIDDLE,SOLO,TOP,BOTTOM,1,8,231,True,1979,True,True,5,False,False,True,True,0,2,1,0,2,14,2,1,0,1,0,2,0,10,5,1,3,5,5,5,4,5,13142,14260,1,0,26,1252,5,2,473,5198,1502,870,43,0,0,3,7,14134,2037,1868,0,50,35,15,2,40,29,44,28,True,200,92,28600,7964,18,10839,3552,870,18,206,2,1806,744,481,3,3,1,43
SQIlTJ7M1CacfrEnTX37PJ80dTkr3eudnivA4QWxicShmJYbP7o2yUjtGPLhcqKD,True,MIDDLE,CARRY,TOP,TOP,2,8,268,True,1945,True,True,1,False,False,False,False,1,2,1,1,4,1,2,2,1,2,2,2,0,0,6,4,3,0,1,1,3,2,12702,10218,1,1,20,1276,0,1,347,5345,1505,1298,26,1,0,3,3,17348,6076,1751,1,44,26,19,4,25,16,29,22,False,200,77,15245,2086,220,14953,2829,313,56,245,5,848,144,191,0,3,0,35
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,False,MIDDLE,CARRY,BOTTOM,TOP,3,6,266,True,2701,False,True,1,True,False,True,False,3,1,1,1,7,1,0,1,2,2,1,2,1,7,5,8,4,2,1,4,0,2,9491,11598,1,1,19,751,3,1,699,6683,4431,1648,39,0,0,0,1,15624,1185,747,0,39,28,18,2,20,13,40,15,True,100,78,12097,4859,1536,13824,3820,378,94,161,2,1548,649,392,3,3,0,43
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,False,BOTTOM,SUPPORT,MIDDLE,MIDDLE,4,0,204,True,2163,True,False,3,True,False,True,False,2,0,1,1,5,3,0,3,3,0,3,1,1,10,8,7,3,5,3,4,0,1,13467,12242,3,1,22,663,4,0,312,11072,4287,1514,41,0,1,0,10,18091,6851,1624,3,48,45,33,3,49,23,17,27,True,100,149,27491,2880,570,10961,2385,52,98,199,3,1973,142,334,2,0,1,36
01bSKXJgF4KfpwaCEmRqWrXd6lgvp5Zuwa4GZXgycSFDjPdmFIJLnJQvlDUIXZwy,True,MIDDLE,SUPPORT,MIDDLE,TOP,5,2,225,True,1596,True,False,5,True,True,False,True,5,1,1,0,0,10,3,3,2,0,3,2,0,4,4,3,5,1,0,1,3,0,14507,9896,2,0,24,608,9,1,644,14690,4693,678,24,0,0,0,2,8900,6123,1210,3,37,21,22,1,13,8,44,26,True,100,191,29750,3130,1416,9315,1585,1769,19,180,4,772,306,109,5,3,0,32
