puuid,win,lane,role,teamPosition,individualPosition,kills,deaths,totalMinionsKilled,eligibleForProgression,timePlayed,gameEndedInEarlySurrender,gameEndedInSurrender,killingSprees,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,doubleKills,tripleKills,quadraKills,pentaKills,wardsKilled,wardsPlaced,visionWardsBoughtInGame,detectorWardsPlaced,objectivesStolen,turretKills,dragonKills,inhibitorKills,nexusKills,dangerPings,enemyMissingPings,enemyVisionPings,getBackPings,holdPings,needVisionPings,onMyWayPings,pushPings,visionClearedPings,goldEarned,goldSpent,inhibitorTakedowns,inhibitorsLost,itemsPurchased,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusLost,nexusTakedowns,objectivesStolenAssists,participantId,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,teamEarlySurrendered,teamId,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretTakedowns,turretsLost,unrealKills,visionScore
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,True,MIDDLE,CARRY,JUNGLE,MIDDLE,13,5,178,False,2433,True,False,1,True,True,True,False,4,2,0,0,3,9,0,3,3,0,3,0,1,8,4,10,4,2,3,2,5,0,19846,9954,0,2,20,1057,5,3,423,11373,1998,525,21,1,1,1,3,19544,7496,1214,3,10,31,13,2,43,15,12,20,False,100,147,22850,7332,1052,8912,3520,1236,56,225,4,1841,932,347,2,1,0,21
Nraqv2sQTKkmj2iJuv9gbxvJQsVvhcXqzYEfrSr1CWY14vCC1xG14qU31kx7dk17,False,MIDDLE,CARRY,MIDDLE,BOTTOM,13,5,249,False,2753,True,False,1,True,True,True,True,0,3,1,1,9,5,1,2,1,0,0,0,1,7,7,4,5,1,1,4,3,0,17153,9468,1,2,15,1342,9,3,632,8775,1029,1122,41,0,0,1,3,7047,3531,2087,1,23,44,42,3,24,3,29,14,True,100,62,25920,7068,686,5368,4640,1522,32,175,5,1615,211,106,3,1,0,18
5tChMn4ncpG2E4rai4SqaQbhqB8FIve8VrdPEO92kbJw7mAh5Xc27PQTD24BEpbJ,False,TOP,SOLO,BOTTOM,BOTTOM,10,4,281,False,1734,False,False,2,True,True,False,True,4,3,1,0,9,9,0,2,1,3,0,0,0,3,8,0,5,3,1,3,1,2,8759,11085,1,2,22,583,7,0,894,10502,2079,773,28,1,1,2,7,15787,4143,1268,1,48,19,33,3,32,23,31,15,False,200,192,25027,8983,1968,13922,3162,391,63,260,1,555,615,470,4,2,1,15
ZCNp8yoBnNgxuUxznb8l5jCWneyzBVgAsrjBUaE4ybO81YCCATiwpfsSD19a80iE,True,BOTTOM,CARRY,BOTTOM,JUNGLE,2,2,109,True,1040,True,False,4,False,False,False,True,1,2,0,0,1,13,1,1,1,3,2,1,1,8,2,1,2,1,1,0,0,5,16955,10360,0,2,25,738,6,3,672,12043,4294,1024,35,1,0,3,4,16324,3651,1967,2,45,13,15,3,46,11,21,7,True,200,117,20435,9461,1440,8326,1527,1633,18,136,4,925,596,168,2,0,1,46
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,False,JUNGLE,NONE,BOTTOM,BOTTOM,12,13,129,True,2707,False,False,2,False,True,False,False,0,0,0,0,10,5,0,2,3,3,1,2,1,1,6,0,2,4,3,0,0,1,12329,13370,3,1,30,679,3,0,826,13795,1515,648,16,1,1,0,1,8115,5915,1167,3,20,38,24,5,40,19,37,1,False,200,125,25647,4204,781,8141,3500,1528,93,117,5,1484,321,178,5,0,1,36
JPeIdzFFjztedh60T0hNKRRwCLqbr0MEyImPL4rdIRxUW8tJ5voj4jcTgbKXtBVP,False,MIDDLE,CARRY,TOP,JUNGLE,1,1,300,True,2471,True,False,2,True,False,False,False,3,0,1,1,1,8,0,0,0,3,0,2,0,3,10,0,4,1,5,5,0,2,10969,13074,0,2,15,949,1,3,476,10319,1075,1910,21,0,0,2,2,17705,2241,2064,2,18,12,40,1,16,22,31,1,False,100,190,18782,6172,1354,10555,4988,652,87,255,5,1956,352,115,1,2,1,47
K8a5moFrv2SFZ3dOXtcjO09QLpBgW691s96NjFvrQtJz6nVfD8ZPm7VPy94QEe9s,False,TOP,NONE,MIDDLE,JUNGLE,4,8,182,False,2775,True,False,2,True,True,True,False,4,2,1,1,2,9,2,0,1,2,0,0,1,5,3,7,5,3,2,1,2,4,11001,10306,0,2,19,849,1,0,411,9366,4768,1458,30,1,0,2,1,12913,3075,1200,3,32,25,50,5,24,22,18,6,True,200,141,27334,5778,16,14971,4068,1830,28,270,1,1818,407,385,4,2,0,30
wqesZz220UpB1Yf19gRdyTaVlVHpfM2AjIvpKzlV1mujWourqwOjPqHLDaTisx4R,False,JUNGLE,CARRY,TOP,BOTTOM,6,14,118,True,2257,False,False,1,False,True,True,True,5,2,0,0,1,12,1,0,0,0,1,0,1,7,0,6,3,4,1,4,3,0,16362,11107,1,1,15,1352,8,0,553,14117,3877,1447,27,0,1,1,1,11102,4617,2493,1,10,38,30,5,38,12,10,5,False,100,103,11231,2025,1561,13742,1092,315,17,254,4,1412,271,286,4,1,1,25
xsZQ9FBJGvRqkuNv66rafJBPoBrAarUg1BOjGNOjuWLfY7n0BwOANHuxpcCMSR7I,False,JUNGLE,CARRY,MIDDLE,JUNGLE,4,2,127,False,2547,False,True,0,True,True,False,True,1,1,1,0,0,8,0,2,2,3,3,0,1,7,3,6,0,3,5,0,2,4,10498,14190,3,0,22,976,1,0,858,11619,1648,632,10,0,1,0,2,13100,2933,2767,1,49,12,36,2,35,5,41,26,False,100,153,16010,3497,1341,12097,1892,1819,16,108,5,1333,200,272,1,2,0,25
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,False,MIDDLE,NONE,TOP,MIDDLE,12,6,117,False,2598,False,False,1,True,False,False,True,4,2,0,1,2,9,0,0,2,0,1,2,0,7,6,3,2,5,0,1,4,4,15280,11487,0,1,20,894,9,2,333,11231,1502,1238,50,0,0,1,4,18834,5390,2332,0,42,25,14,5,36,20,46,25,True,100,86,19745,5473,393,12025,3527,1278,66,237,5,1738,422,384,2,3,0,30
