puuid,win,lane,role,teamPosition,individualPosition,kills,deaths,totalMinionsKilled,eligibleForProgression,timePlayed,gameEndedInEarlySurrender,gameEndedInSurrender,killingSprees,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,doubleKills,tripleKills,quadraKills,pentaKills,wardsKilled,wardsPlaced,visionWardsBoughtInGame,detectorWardsPlaced,objectivesStolen,turretKills,dragonKills,inhibitorKills,nexusKills,dangerPings,enemyMissingPings,enemyVisionPings,getBackPings,holdPings,needVisionPings,onMyWayPings,pushPings,visionClearedPings,goldEarned,goldSpent,inhibitorTakedowns,inhibitorsLost,itemsPurchased,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusLost,nexusTakedowns,objectivesStolenAssists,participantId,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,teamEarlySurrendered,teamId,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretTakedowns,turretsLost,unrealKills,visionScore
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,False,MIDDLE,NONE,BOTTOM,TOP,3,2,251,True,2292,False,True,1,False,True,False,False,5,2,0,0,5,13,1,2,2,2,0,0,1,8,0,3,3,0,2,2,3,1,8730,9958,2,2,22,1253,4,3,743,7581,4951,1212,26,0,0,1,3,11387,7189,510,1,40,21,10,4,34,24,36,10,True,200,178,17304,2473,703,8140,2476,1372,50,262,1,1067,291,131,1,0,0,44
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,True,MIDDLE,CARRY,JUNGLE,TOP,9,14,212,False,2450,True,True,2,True,True,True,False,2,0,1,1,0,6,0,0,0,2,0,1,1,4,1,2,0,4,3,1,3,1,19161,11412,1,0,18,1293,2,0,761,10428,4525,1906,13,0,0,1,8,14096,5384,1013,1,12,28,18,4,39,7,49,2,True,200,197,16823,2308,840,9433,3745,125,28,233,1,1628,470,227,1,3,0,13
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,False,MIDDLE,SUPPORT,TOP,JUNGLE,8,10,227,True,2565,True,True,5,True,False,True,False,5,2,0,0,7,14,2,2,0,5,3,2,1,6,4,9,5,2,5,2,0,4,12305,12363,1,1,18,1093,8,2,861,10512,4517,681,34,0,1,2,1,19188,5852,1651,0,27,43,46,4,23,23,50,11,True,200,174,15828,3781,613,13943,2528,1814,36,224,1,1638,839,464,2,3,1,24
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,True,JUNGLE,NONE,JUNGLE,TOP,4,9,143,True,1469,False,False,2,False,False,True,True,5,1,1,1,3,6,0,1,2,2,1,2,0,9,0,7,1,1,2,3,4,4,17964,9286,0,0,19,678,2,3,801,6653,3929,879,33,1,1,1,10,11909,5610,612,0,29,40,38,1,13,19,14,16,True,200,151,22631,8767,2000,6559,4834,1591,84,298,5,653,486,377,5,3,1,15
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,True,JUNGLE,SUPPORT,TOP,BOTTOM,13,15,274,False,2002,True,True,0,False,False,False,False,4,3,1,1,9,2,1,0,2,5,3,1,1,9,4,3,3,4,0,4,3,3,16748,14366,0,0,29,857,6,0,563,7340,4691,1926,24,1,1,0,3,11012,6103,899,2,32,14,46,4,37,27,38,18,True,200,193,24455,3711,100,11102,1781,1255,60,129,1,949,880,345,0,1,1,34
h5jzyjVWZoTpbDu8kkq2f6DRb45GQMjPZkI0F8xzSpRnFAFdOMQVJl8L0eYFSMlV,True,BOTTOM,SUPPORT,JUNGLE,TOP,11,15,193,True,2602,True,True,3,False,False,False,False,3,1,0,1,9,6,2,3,2,5,1,2,0,10,10,6,1,5,4,1,0,3,17543,12220,0,1,22,1066,4,1,556,11410,2924,1751,42,1,0,1,9,7866,1620,2021,1,28,27,26,3,46,25,40,25,False,200,150,22121,2781,1899,9760,2017,284,31,156,1,1362,408,399,0,0,0,28
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,False,BOTTOM,SOLO,JUNGLE,MIDDLE,7,5,183,True,2793,False,False,2,False,False,False,True,5,3,0,1,0,11,0,3,1,4,2,2,0,7,0,1,1,4,1,1,1,5,14573,9147,0,0,19,959,9,2,679,13722,4457,728,49,0,1,1,2,15426,3057,1166,3,43,11,40,3,50,24,50,3,True,200,174,11136,7579,470,8274,2733,1482,72,151,4,1037,881,484,5,0,1,20
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,True,JUNGLE,CARRY,BOTTOM,JUNGLE,6,14,118,True,2184,True,True,3,True,False,True,True,1,1,0,1,9,9,3,3,0,1,1,2,1,8,2,4,4,1,3,1,4,1,19369,13038,1,1,24,977,7,3,718,12946,3341,1008,35,0,1,0,10,8803,5935,2286,1,10,13,13,5,35,19,26,23,False,200,154,24001,8562,697,8602,1629,1143,50,239,2,738,771,498,2,1,1,11
ESVaG6GoLNStZLvIVrHQAs7WDyec0dzOdK1ONZ1MNUKwEluDVUrLzwDvztDcyPyL,False,MIDDLE,SOLO,MIDDLE,BOTTOM,13,14,222,False,1848,False,False,5,False,False,True,True,2,2,1,0,4,5,1,1,1,3,2,0,1,7,0,1,4,4,0,4,0,4,12435,9355,0,0,22,868,5,2,722,6984,4999,1550,15,0,1,1,3,9353,6247,1998,3,16,14,43,5,48,8,50,8,False,200,60,29388,3297,652,7675,4638,1375,32,152,3,1227,213,319,3,2,1,15
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,True,MIDDLE,CARRY,JUNGLE,BOTTOM,10,8,170,False,2629,False,True,4,True,True,False,True,5,0,0,0,8,6,3,1,2,1,0,1,1,6,1,8,4,4,5,3,2,3,12618,8114,3,2,19,673,5,0,346,6697,4050,637,48,1,1,3,9,18516,6801,2225,3,49,24,23,1,38,17,23,18,True,100,166,18773,3090,1038,12295,2656,1103,51,251,4,1798,153,349,5,3,1,19
