puuid,win,lane,role,teamPosition,individualPosition,kills,deaths,totalMinionsKilled,eligibleForProgression,timePlayed,gameEndedInEarlySurrender,gameEndedInSurrender,killingSprees,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,doubleKills,tripleKills,quadraKills,pentaKills,wardsKilled,wardsPlaced,visionWardsBoughtInGame,detectorWardsPlaced,objectivesStolen,turretKills,dragonKills,inhibitorKills,nexusKills,dangerPings,enemyMissingPings,enemyVisionPings,getBackPings,holdPings,needVisionPings,onMyWayPings,pushPings,visionClearedPings,goldEarned,goldSpent,inhibitorTakedowns,inhibitorsLost,itemsPurchased,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusLost,nexusTakedowns,objectivesStolenAssists,participantId,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,teamEarlySurrendered,teamId,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretTakedowns,turretsLost,unrealKills,visionScore
6sRIENpkHKVPLQJVCIBhtbb4WuTN0JIHN6byNkvPCmj9toMAWcWsM2mUff8HKa8Z,True,MIDDLE,SUPPORT,TOP,JUNGLE,3,1,191,True,1250,True,True,1,False,True,True,True,5,2,0,1,6,10,2,3,1,2,0,2,1,6,8,8,2,4,0,5,0,2,14136,9041,0,0,20,926,1,2,751,14253,1201,658,28,0,0,1,3,5232,4473,1926,3,29,33,38,5,38,23,26,1,True,100,160,28876,4320,637,13406,2044,625,54,119,1,1623,735,235,1,2,1,37
asMrHb2pL4awPwxlLiWpOi0N3rhw2QxUFcWJnYBcoumi5RNYylzEkNbsHPNXSRJB,False,BOTTOM,SUPPORT,BOTTOM,TOP,3,2,174,True,1000,True,False,3,True,True,False,True,4,0,0,1,9,8,3,3,3,0,2,0,0,6,1,3,0,2,1,4,3,1,18470,14370,1,2,26,1031,8,1,422,9142,2881,1806,21,0,1,0,3,12538,1074,1823,1,23,34,16,3,25,19,38,2,False,200,113,27283,4439,381,6749,3958,1445,89,260,1,1831,910,370,3,2,0,44
0NsWzrMK8nSgL4vKz7mjkQqLs9kel7ycpQ5GdzqzCjtDnrTdI8LqD2LUxeHq12kP,True,JUNGLE,NONE,JUNGLE,BOTTOM,3,5,111,True,1299,True,True,3,True,False,True,False,3,1,0,1,7,10,0,0,3,3,1,1,1,4,6,3,4,2,1,2,5,0,11364,13025,2,2,18,751,0,2,505,5339,2232,1601,31,1,0,0,6,15522,1988,1374,3,40,50,44,5,32,10,17,14,True,100,60,29025,3576,1042,10646,3811,1071,82,167,4,1443,707,306,5,3,1,42
OoYbyLM72LTVovcLGbqqyWRWOtfZg3q7sCBLzrwt4dSpuPgfqcLwPDQvzjsTH4PF,True,TOP,SOLO,BOTTOM,TOP,11,3,276,False,1827,False,False,4,True,False,False,True,1,2,0,1,9,3,1,0,2,2,1,2,0,6,3,9,0,4,1,5,5,2,17159,9514,3,0,21,1444,7,1,300,6551,3956,956,41,0,0,3,8,10664,7407,2426,1,13,43,26,5,13,24,41,18,False,100,80,19999,3632,1256,6889,3104,1519,82,138,4,887,789,361,4,0,0,34
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,False,BOTTOM,SOLO,BOTTOM,BOTTOM,9,11,215,True,1694,False,True,4,True,True,True,True,4,0,1,1,3,1,2,0,1,2,2,2,0,2,5,3,5,0,0,4,1,3,16354,10764,3,2,21,1338,7,2,616,6992,3542,1787,13,0,0,3,10,12625,4242,1346,1,30,13,41,3,24,15,28,24,False,100,86,28873,9251,1046,12813,1860,1316,26,187,2,568,541,189,5,0,1,34
VwRdFOBJs3iVSb8MT7RQr7Cg67SCIhArosZL44mhwA0PEDEdILDkrVCpecv84oaQ,False,JUNGLE,CARRY,BOTTOM,JUNGLE,7,12,175,True,2995,False,False,2,False,False,True,False,1,3,1,1,9,10,0,1,2,5,0,0,0,2,0,6,3,4,4,3,0,3,15040,9266,2,1,17,1000,4,2,667,13782,3372,1721,33,1,1,2,10,5839,6423,1445,0,31,16,29,5,27,21,33,25,False,200,103,10501,8121,1264,9766,1586,825,43,260,4,1867,480,339,4,0,0,45
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,False,BOTTOM,CARRY,JUNGLE,BOTTOM,0,13,279,True,1023,False,True,3,False,False,True,False,5,1,1,0,0,10,0,2,3,2,2,0,1,6,9,4,5,1,1,1,3,0,12085,14787,3,1,27,585,5,1,339,13377,2289,1523,24,0,0,1,6,5167,4349,2863,3,44,24,12,4,47,14,16,18,False,100,100,17589,7128,297,8660,2611,1151,68,276,4,793,200,224,2,2,1,16
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,False,TOP,SUPPORT,MIDDLE,JUNGLE,13,2,270,True,1406,False,False,5,True,False,False,False,4,1,1,1,0,4,2,1,2,3,3,1,0,0,3,9,4,3,2,2,1,4,11003,8134,0,1,28,715,0,2,469,7692,4003,1130,43,0,1,2,1,13711,1132,1510,1,12,31,39,5,11,6,15,9,False,100,170,25361,3381,869,8297,4171,1729,59,255,3,1819,207,209,1,3,1,19
jBbMHpMjmZvArOaXh6DznLSsAwkXNhImLD83PL7ZtkUjqII1kbn70rN5ZjKiq19s,True,MIDDLE,SUPPORT,JUNGLE,MIDDLE,7,13,117,False,1369,False,True,4,False,False,False,True,2,3,1,0,4,15,3,1,0,5,0,1,0,3,3,3,0,5,1,5,4,2,13002,12019,2,1,28,822,7,0,362,6022,3010,593,24,0,0,0,1,17569,1985,1059,1,31,17,32,4,37,10,38,8,False,100,73,26942,6377,1241,6043,1413,1949,67,126,1,1313,252,213,3,3,0,31
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,False,JUNGLE,CARRY,TOP,MIDDLE,10,13,257,False,2785,True,False,4,False,False,False,True,5,2,0,1,9,12,2,1,2,4,2,1,0,3,2,2,1,3,5,2,2,4,14081,10221,0,1,20,1475,1,3,714,10871,3692,1539,49,1,0,2,6,12885,3203,569,1,18,10,42,4,45,11,27,2,True,200,110,20745,6232,1128,10054,2345,1508,85,227,1,1928,878,460,2,0,1,13
