puuid,win,lane,role,teamPosition,individualPosition,kills,deaths,totalMinionsKilled,eligibleForProgression,timePlayed,gameEndedInEarlySurrender,gameEndedInSurrender,killingSprees,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,doubleKills,tripleKills,quadraKills,pentaKills,wardsKilled,wardsPlaced,visionWardsBoughtInGame,detectorWardsPlaced,objectivesStolen,turretKills,dragonKills,inhibitorKills,nexusKills,dangerPings,enemyMissingPings,enemyVisionPings,getBackPings,holdPings,needVisionPings,onMyWayPings,pushPings,visionClearedPings,goldEarned,goldSpent,inhibitorTakedowns,inhibitorsLost,itemsPurchased,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusLost,nexusTakedowns,objectivesStolenAssists,participantId,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,teamEarlySurrendered,teamId,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretTakedowns,turretsLost,unrealKills,visionScore
lytzEIhh03sswqUwHwTTBdwXjFXBymADkpat1DiP30W4QrEumhYSAWBNAx9A3F6f,False,MIDDLE,SOLO,MIDDLE,MIDDLE,9,3,104,True,2260,True,False,3,True,False,False,True,4,1,0,0,9,3,1,3,2,4,0,2,1,2,10,9,0,4,2,1,3,3,17411,11023,0,2,16,1405,1,2,437,9214,2567,1650,25,0,0,2,3,18188,2348,1774,3,46,40,48,5,27,25,24,5,True,100,75,21118,8260,1245,10458,1241,1446,72,194,5,993,276,469,4,0,1,28
zyn0bnbsFORPXO3QMZqvhyFv80YOcR86m6abSF5SKWrhhcYDiM8UtCL2wcL0JfrO,False,JUNGLE,SUPPORT,TOP,MIDDLE,6,11,125,False,1343,True,False,0,False,False,False,False,2,3,0,1,8,3,1,3,0,0,2,0,1,3,5,3,0,0,0,4,2,1,15819,14454,2,2,15,1189,9,3,563,5070,4177,1488,14,0,0,2,5,19504,6335,2325,0,39,36,36,3,29,4,48,6,True,100,146,27229,4213,890,12654,2210,1078,40,103,4,697,908,287,4,1,1,49
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,False,TOP,SOLO,BOTTOM,JUNGLE,15,4,296,True,1064,True,False,4,True,False,False,False,1,2,1,1,8,8,0,2,3,3,2,1,1,3,2,1,3,5,2,2,0,5,16671,9615,3,0,25,1500,8,0,777,9521,1899,1037,37,0,1,2,8,9013,6859,1304,1,42,28,13,2,11,15,30,16,False,100,56,10591,4454,830,11437,1600,1083,48,185,3,590,787,458,0,2,1,16
BHQvwOmMsr8W7a2Mm513UrgaUDe0fTv1ZvBpn18DC19aSymYRCSGxy4SpqRmxCGg,True,MIDDLE,SOLO,BOTTOM,TOP,13,2,126,False,1782,True,True,4,True,True,True,False,4,3,1,0,6,4,0,3,2,3,1,2,1,4,9,4,0,2,2,1,0,5,12987,14120,2,1,29,1010,9,3,408,10603,3659,1358,31,1,1,0,8,5544,3730,1743,3,20,21,11,4,36,2,10,19,True,200,151,26065,5229,1698,12243,2475,1854,25,256,4,781,948,110,1,2,1,49
ALduzpYuzYO7AgaeKfCvHSI9bwBXcVkTbtEdWYLGofEDC0sSXZipOhSvywxzUPVb,False,BOTTOM,SUPPORT,TOP,TOP,10,10,109,False,1068,True,False,5,False,False,True,False,4,1,0,0,0,1,1,0,3,2,2,0,0,6,9,3,5,2,4,5,2,0,16831,8682,3,2,19,931,1,1,704,7261,2943,1958,50,0,1,1,10,14732,7291,2106,3,12,13,31,2,48,8,45,1,True,200,184,16807,4658,1983,11043,3345,913,52,236,1,748,331,466,4,0,1,50
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,False,JUNGLE,NONE,TOP,BOTTOM,9,11,147,False,2580,True,False,1,True,True,False,False,4,0,0,1,10,5,0,3,3,0,3,0,1,1,8,1,3,2,3,1,5,2,19363,11361,0,0,15,706,7,2,577,13170,2129,1471,37,0,1,2,4,19906,1166,2945,1,50,21,34,2,15,15,26,22,False,200,60,28749,2252,978,10499,2993,1860,57,213,1,1799,319,336,1,0,1,42
dNiOaxhRKwoBBymMvXQfqh6dN5TSbTrr42markEb4ojgNva6ao6rUtf31dOIyHpP,True,JUNGLE,SUPPORT,JUNGLE,TOP,11,3,149,True,2337,True,False,1,False,True,False,True,2,1,0,1,10,6,1,3,2,5,0,1,0,7,6,7,3,0,5,0,1,3,9635,10731,3,1,24,1116,10,0,844,6846,2377,803,44,0,1,2,6,9681,4080,2262,3,40,20,36,4,19,22,17,11,True,100,197,21973,6679,229,13513,2047,866,11,132,2,1177,282,358,0,0,1,49
ygo0fNKcnJy1XM4PKTWZYsaQ1j836IZKrlinKMBT34OlslQOtYE8VqwRtAQ0ZPUR,False,TOP,SUPPORT,MIDDLE,JUNGLE,4,14,191,True,1423,False,True,0,False,False,False,False,4,1,1,0,7,2,0,3,2,3,1,0,1,6,0,0,0,2,5,0,3,1,9414,13006,1,0,22,508,2,2,315,14497,3130,1158,50,0,0,2,2,18124,1685,1813,0,23,23,42,5,41,28,21,23,True,100,124,27938,2924,512,12433,1436,8,63,205,4,906,587,339,3,3,0,29
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,False,JUNGLE,CARRY,TOP,MIDDLE,12,15,160,False,1255,False,False,2,True,False,False,False,4,3,0,1,0,2,3,0,0,0,2,1,0,3,9,9,5,4,2,1,2,0,9789,14125,2,1,24,1395,9,2,737,10407,4398,1550,49,0,1,3,2,18709,1257,2321,3,25,24,45,2,35,28,41,26,False,100,157,16630,4415,1444,9321,4319,1360,93,296,2,552,340,124,1,1,1,24
qT1lp5UqtGp4HX0LbO0YAFj0hgDcq4OI3FiyThmMEG4s1fK8OUSzJKEs3NlC3Of8,True,TOP,NONE,BOTTOM,TOP,0,10,216,False,1639,False,False,4,True,True,False,True,1,2,0,0,1,15,0,3,1,4,2,1,1,10,0,4,3,4,3,1,4,1,8046,10304,1,1,16,866,0,3,541,13158,4822,874,35,0,1,1,2,5391,2836,2851,1,27,32,38,3,41,25,25,17,True,100,117,24436,3862,1521,12693,2068,462,80,240,2,912,533,419,4,3,1,24
