puuid,win,lane,role,teamPosition,individualPosition,kills,deaths,totalMinionsKilled,eligibleForProgression,timePlayed,gameEndedInEarlySurrender,gameEndedInSurrender,killingSprees,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,doubleKills,tripleKills,quadraKills,pentaKills,wardsKilled,wardsPlaced,visionWardsBoughtInGame,detectorWardsPlaced,objectivesStolen,turretKills,dragonKills,inhibitorKills,nexusKills,dangerPings,enemyMissingPings,enemyVisionPings,getBackPings,holdPings,needVisionPings,onMyWayPings,pushPings,visionClearedPings,goldEarned,goldSpent,inhibitorTakedowns,inhibitorsLost,itemsPurchased,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusLost,nexusTakedowns,objectivesStolenAssists,participantId,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,teamEarlySurrendered,teamId,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretTakedowns,turretsLost,unrealKills,visionScore
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,True,TOP,SUPPORT,TOP,BOTTOM,3,8,101,True,2840,False,True,5,False,False,False,False,2,1,1,1,4,14,3,2,0,5,1,0,1,9,0,10,4,1,2,5,5,3,19929,14321,1,1,25,1349,0,3,578,8012,2119,586,30,1,1,1,4,13227,3865,1005,1,10,16,49,2,15,3,32,9,True,100,121,12440,6978,1352,8366,4132,789,62,262,2,1692,603,289,0,2,0,15
ABYxCohwp0EZevLSQupV03yB3ndEr73YBBWsEsjf5hFGJ5k8D3GrvWTdfF61WbOt,False,JUNGLE,NONE,BOTTOM,MIDDLE,2,12,235,True,1832,False,True,5,False,True,True,True,4,0,1,1,5,14,2,2,1,0,0,1,1,3,6,1,3,0,5,0,3,0,9028,12403,1,1,24,581,8,0,742,6439,2075,1414,39,1,1,2,2,8022,2113,808,3,38,15,16,1,42,6,30,17,True,200,199,11515,5262,1871,12408,2556,443,46,102,1,729,369,178,1,3,1,24
z8AmbDwsGhoc2cp0GWYqyrqHVkEjA3KEZgog1c2w0qZgEkqh4LmhIA8maZIuw6vF,False,JUNGLE,CARRY,TOP,TOP,1,4,254,True,1557,True,False,5,True,False,False,False,2,3,0,1,10,11,0,2,0,3,1,2,1,6,8,4,0,1,0,5,1,1,19415,13026,1,1,30,706,7,3,840,11665,2545,911,34,0,0,3,4,14325,7071,2787,2,49,42,50,1,36,29,43,17,True,100,122,29378,6642,940,14005,2203,769,38,151,3,563,689,441,0,1,1,33
quANDWI0Dydne0aMyiUvlaFyM0iTLZ3oCpjqKvacWp2igiMefIexFqafwKSR3hKa,True,JUNGLE,NONE,BOTTOM,JUNGLE,9,8,283,True,1081,False,False,2,True,False,False,True,5,1,1,1,4,15,2,0,2,1,3,0,1,4,1,6,3,1,2,3,2,1,16443,9333,3,0,16,532,4,0,668,10738,4957,1734,23,0,0,1,4,5757,5956,1916,3,41,39,23,3,46,28,40,22,True,200,75,22630,4160,595,10103,3364,1785,45,207,2,1357,748,114,0,2,1,16
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,False,JUNGLE,SOLO,BOTTOM,MIDDLE,2,6,288,True,1432,False,False,3,True,False,False,False,0,1,0,0,9,7,0,0,0,3,0,2,0,7,0,2,1,1,1,5,5,0,17443,8791,0,1,29,1064,7,1,879,13615,1260,1071,27,1,1,0,6,13004,5263,1076,1,22,15,12,2,24,29,15,24,False,200,128,27334,5818,1200,10998,3268,1575,62,123,5,1578,370,137,1,3,1,34
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,True,JUNGLE,NONE,JUNGLE,JUNGLE,10,13,183,True,1847,True,False,1,False,True,False,True,2,2,1,1,4,12,1,1,2,2,1,0,1,8,6,1,4,4,5,1,4,0,14036,12040,0,0,15,1471,9,3,415,14334,3306,1653,19,0,0,2,1,7326,7275,2522,2,35,26,32,4,27,5,21,11,False,100,93,27723,6492,1973,12336,3242,117,65,179,5,1273,954,128,3,3,0,38
c14SVsAcLCfoKXTYGs9iYWvcuXzg5pWoy6DsiafnQov2aGkZDU822ItLPfHjdMuZ,False,JUNGLE,CARRY,BOTTOM,BOTTOM,4,9,162,False,1738,False,False,3,False,True,True,True,4,1,1,1,0,12,0,3,0,0,3,2,0,2,4,1,3,2,5,1,0,3,14819,8393,0,2,16,1349,4,3,794,14016,4536,1790,47,1,1,2,6,5702,3986,637,0,48,31,18,1,28,5,28,19,True,200,77,29454,2841,1155,14067,2138,894,31,230,5,1870,702,196,4,3,0,10
4sJQv4ABUmArVbQBhgKb7rLziaTQHg3JN8av1PA4qt0uRhsOr03T5ZMMku4nI7vY,False,JUNGLE,SOLO,BOTTOM,TOP,11,3,243,True,1801,False,True,4,True,False,True,True,0,2,0,0,0,7,0,2,0,1,3,1,1,2,4,6,5,1,5,1,2,1,14413,10046,2,1,24,947,6,2,466,9355,3754,1206,27,1,1,0,8,16659,4734,673,2,49,31,43,2,43,25,34,2,True,100,190,28318,4049,1960,8885,2667,1328,45,216,2,1399,364,418,1,0,0,14
exCVBi8Ua8i1fTXYw99unTzRC3USszUGdGNZxQecSGZHA6OGgV0lQ4OLqAbyX4bJ,True,BOTTOM,SUPPORT,JUNGLE,MIDDLE,0,2,275,True,2447,False,False,2,True,False,False,False,5,2,1,1,8,15,2,0,1,1,2,2,0,3,4,1,1,5,3,1,3,4,9964,10442,1,1,29,626,7,0,798,12992,1870,502,30,0,1,3,8,19893,2297,1005,0,45,42,28,5,47,21,36,10,False,200,126,13636,3877,467,12835,3425,1193,39,235,4,1276,271,166,5,0,0,37
tIi3UGBEUfBEHzyV1OqzO730BokWyUsv5Mem2ips26TUYVIbKBtBbHMxv8JvxfvH,True,BOTTOM,SOLO,JUNGLE,BOTTOM,1,3,208,False,1218,False,True,3,True,True,True,True,4,2,1,1,8,0,1,1,2,0,2,1,1,9,8,10,4,0,5,1,5,4,15884,10074,2,2,16,683,9,1,345,9465,2464,555,50,1,0,0,7,7317,3778,2195,2,16,25,46,1,22,7,29,5,True,200,109,28082,9898,693,12513,2045,1902,13,114,3,717,502,108,5,2,1,48
