puuid,win,lane,role,teamPosition,individualPosition,kills,deaths,totalMinionsKilled,eligibleForProgression,timePlayed,gameEndedInEarlySurrender,gameEndedInSurrender,killingSprees,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,doubleKills,tripleKills,quadraKills,pentaKills,wardsKilled,wardsPlaced,visionWardsBoughtInGame,detectorWardsPlaced,objectivesStolen,turretKills,dragonKills,inhibitorKills,nexusKills,dangerPings,enemyMissingPings,enemyVisionPings,getBackPings,holdPings,needVisionPings,onMyWayPings,pushPings,visionClearedPings,goldEarned,goldSpent,inhibitorTakedowns,inhibitorsLost,itemsPurchased,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusLost,nexusTakedowns,objectivesStolenAssists,participantId,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,teamEarlySurrendered,teamId,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretTakedowns,turretsLost,unrealKills,visionScore
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,True,JUNGLE,SUPPORT,JUNGLE,MIDDLE,4,8,209,False,1724,False,False,4,False,True,False,False,3,3,0,1,6,5,1,0,2,3,1,2,0,6,9,7,2,1,0,0,1,2,10007,10869,0,0,16,920,9,3,477,5610,4955,1749,15,1,1,3,10,18892,5907,2597,3,38,21,11,4,23,29,47,8,True,200,154,12231,8574,1177,13827,2659,820,97,230,1,1828,327,440,1,0,0,26
pHMs6oel1JWpLmXmF7bvONsZdvzrkvDkXJXeMnyxp1CDzb8kpOI4a3CXCSWkallt,True,TOP,SOLO,MIDDLE,JUNGLE,11,4,118,True,2242,True,False,1,False,False,False,True,2,1,1,0,2,5,0,3,0,3,1,1,1,6,2,1,0,0,2,4,4,5,9472,11712,3,1,26,1095,3,1,800,11126,2528,1815,11,0,0,3,2,17851,3134,2336,0,26,45,50,1,40,1,41,16,True,100,177,27033,2311,1737,14788,3795,1899,11,105,4,1267,731,447,4,3,1,22
HJNCuVfpAy9Jofny7HHUli7jNwQRw6p2sZ0vQGunEsGHWAUP6BO7JDuLizbTnmHu,True,TOP,NONE,BOTTOM,TOP,13,11,240,True,1427,False,False,2,False,False,False,False,2,3,0,0,5,2,3,1,2,3,1,0,0,4,10,9,4,3,5,5,4,2,8248,8857,0,2,20,1077,0,3,577,7636,4594,572,22,1,0,1,2,13719,4919,841,0,46,35,12,5,50,2,11,10,True,100,191,28307,7623,444,10169,4338,801,65,155,3,585,229,391,2,3,1,49
oDMYOmfhIN50jGrOvWvJeyCiTqTjzUYo22AaeBHv8avmHr91ifXXMGJjm9wNCLPE,False,TOP,SOLO,MIDDLE,JUNGLE,9,1,210,True,2601,True,True,3,True,False,True,False,3,2,0,1,6,8,2,3,1,4,0,2,1,7,1,2,4,0,4,3,5,1,10819,10219,2,1,18,1283,3,0,567,14104,1587,1262,15,1,0,0,2,8084,6084,945,2,18,44,24,2,49,7,41,11,True,200,80,10776,8110,301,14596,4347,1974,66,119,4,992,937,185,2,0,1,33
pBRfrXgIgSVGadrYk1lojIprcRocBZg63Mk9nhX34jBahMVOjgXp2wInKN8j5mJ7,True,BOTTOM,NONE,MIDDLE,JUNGLE,15,9,122,False,1817,True,False,3,False,False,True,True,0,3,1,1,2,5,1,2,0,4,2,1,0,10,8,3,2,1,0,2,2,4,9050,11984,0,2,22,1450,0,1,684,13308,2820,575,28,0,1,3,10,7517,1526,2023,1,31,39,22,4,42,27,47,22,False,100,50,12194,3847,1539,13664,4381,785,51,140,5,948,840,285,3,0,1,26
MGBrCdYYtC1DoaenHo791m8eoHc4YTmC6giXdXmMPMNLaWFYsdATKvWzjn3r1W7n,True,MIDDLE,NONE,TOP,MIDDLE,1,5,187,False,2971,False,True,0,True,True,True,True,5,3,0,0,2,8,3,2,2,4,0,2,0,6,4,8,3,4,0,2,0,2,18904,12454,3,0,16,1112,7,1,574,12691,3873,1945,25,0,1,0,4,12605,1045,2896,1,27,33,26,1,26,3,33,28,False,100,112,24692,5775,997,6066,4060,940,57,135,3,1507,888,156,2,1,1,47
FMHzCAsOFHbFsRD2dtOePMlH9VvASf2aJL9ngRg6s94yIBE3wAFtnJJKDCfKJCNP,True,BOTTOM,CARRY,JUNGLE,TOP,15,12,228,True,2702,False,False,0,False,False,True,True,4,2,1,0,10,11,2,3,1,4,3,1,0,0,0,6,1,1,0,5,1,0,16993,14339,1,0,16,713,2,2,869,11245,1127,879,22,0,1,2,9,13769,1663,593,3,28,29,15,1,36,29,13,12,False,200,89,19489,3368,1174,9725,2573,1125,36,190,3,891,151,354,1,1,1,30
zao3azSF9CMLjDbgRzyJeVEscGYAEyAhnIFJykhu5UlmESgrMd1LsaPVC0EeA844,False,TOP,SUPPORT,JUNGLE,BOTTOM,3,14,258,True,1981,False,True,4,False,True,True,False,0,2,0,0,0,1,2,2,3,0,0,1,1,9,3,0,1,3,4,1,4,5,12353,8236,0,0,28,1004,3,0,611,5900,4155,674,24,1,0,0,6,16827,5685,619,3,37,16,24,3,17,12,17,9,True,200,140,27232,7002,830,5135,2637,402,29,169,2,594,650,115,0,0,1,39
7oUTGLFp51XtWyBhia5DwxNZPFnk5wEkTYX9twR8wvf71TmyconwC5JyOtRBWnRO,False,BOTTOM,NONE,JUNGLE,MIDDLE,14,2,127,True,1754,False,False,1,False,True,False,True,3,3,1,0,9,3,3,1,0,4,2,1,1,5,3,5,4,4,1,5,0,2,11152,10450,3,0,23,1439,0,2,789,11324,4759,852,14,1,1,3,6,18013,4063,574,0,21,43,25,2,13,8,39,2,False,100,77,28026,5743,229,11516,2790,1560,62,274,5,633,867,423,0,3,1,25
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,True,JUNGLE,SUPPORT,TOP,TOP,15,8,276,True,2290,True,True,4,True,False,True,True,5,0,0,0,5,2,2,2,3,2,0,1,1,2,8,7,2,5,1,3,3,5,18733,13227,3,2,20,774,10,3,854,10545,1523,1179,28,1,0,2,2,14414,7335,2055,2,27,20,35,5,20,27,41,6,False,200,77,29380,3473,465,6196,4888,451,79,152,4,1883,219,197,2,2,1,40
