puuid,win,lane,role,teamPosition,individualPosition,kills,deaths,totalMinionsKilled,eligibleForProgression,timePlayed,gameEndedInEarlySurrender,gameEndedInSurrender,killingSprees,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,doubleKills,tripleKills,quadraKills,pentaKills,wardsKilled,wardsPlaced,visionWardsBoughtInGame,detectorWardsPlaced,objectivesStolen,turretKills,dragonKills,inhibitorKills,nexusKills,dangerPings,enemyMissingPings,enemyVisionPings,getBackPings,holdPings,needVisionPings,onMyWayPings,pushPings,visionClearedPings,goldEarned,goldSpent,inhibitorTakedowns,inhibitorsLost,itemsPurchased,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusLost,nexusTakedowns,objectivesStolenAssists,participantId,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,teamEarlySurrendered,teamId,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretTakedowns,turretsLost,unrealKills,visionScore
uFUuMFtX1fKAPBDDQt2xtEHNpgd45zm2fMWZofsP9ot19obXzjBftd1r5pJ38on1,True,BOTTOM,CARRY,TOP,TOP,1,11,117,True,2952,True,False,0,True,False,True,True,0,0,1,1,10,9,1,2,1,0,1,0,1,5,3,1,5,3,4,4,2,3,14243,10301,3,1,26,709,9,2,333,14529,3599,614,36,0,0,3,7,18617,5201,2515,0,28,26,39,3,39,8,33,18,False,200,112,12512,5708,648,6014,3935,1980,82,185,4,1397,336,205,4,0,0,12
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,True,BOTTOM,NONE,MIDDLE,MIDDLE,1,9,108,False,1884,True,False,4,True,False,False,False,2,2,1,1,3,7,0,1,3,2,0,1,1,4,5,4,0,4,1,1,5,3,15189,14776,1,2,20,1386,10,3,741,7425,4925,1790,25,0,1,2,4,5692,3208,2904,3,14,25,42,2,48,18,48,21,True,100,91,20597,4889,253,8998,1110,1792,85,113,1,902,917,429,3,0,1,43
2Wrd9g26OR6yh2bGgnOoUofLaS7G6ZtcgJmzhs7yCIVxgAfmCpsrkxTlrJ1D6gBc,False,BOTTOM,SOLO,MIDDLE,BOTTOM,8,4,171,True,2083,True,True,1,True,True,True,True,3,3,1,0,6,15,2,0,1,5,0,1,1,9,4,0,3,1,4,0,3,3,12042,13137,3,1,25,1461,9,2,529,10719,3580,1058,11,1,1,3,2,16604,2457,1813,2,13,36,10,5,40,12,17,24,False,100,142,22913,9051,1886,7760,4951,1261,61,259,2,769,444,319,4,2,0,33
KZW1m0SbDjYHHR3ZcvELOYHPJuUl9rUJeZl6qzVyHVeAIZKWo0fEGlhU0zQJ6pSW,True,BOTTOM,SUPPORT,BOTTOM,TOP,9,13,129,True,1825,True,True,4,True,True,True,False,3,2,0,1,4,13,1,2,1,1,1,2,0,6,0,3,3,1,4,4,0,3,13373,14605,0,0,16,1338,6,0,546,5098,1396,703,44,1,1,3,3,11334,1877,763,1,13,24,36,3,21,5,10,13,False,100,197,29211,6050,1738,13059,3372,1303,52,113,4,1209,360,397,3,3,1,35
S0nLgKLkAtE0uPsS7xLvlKwoJvuRNUVUTEBTGSmho7jMWb13ERUXlfdyhiJtX47M,True,JUNGLE,NONE,JUNGLE,TOP,6,6,287,False,1890,True,True,1,True,False,False,True,0,2,1,0,5,7,2,1,2,1,0,0,1,2,10,0,2,1,0,1,0,2,11904,10045,3,0,25,715,9,1,883,11070,4256,916,41,0,0,0,9,6941,6170,1576,3,17,46,42,1,21,4,40,23,True,100,60,17445,5591,1700,8965,2383,39,13,162,3,865,902,339,5,3,0,20
f3TJrVX47aI8WBMvrCheazFZqPtZobmm66XosFkHWoIfcsuF3dJn2VqlZPvRyEAs,True,JUNGLE,SOLO,BOTTOM,JUNGLE,9,12,286,True,1038,False,True,3,False,False,False,False,2,2,0,1,8,4,3,2,3,3,3,1,0,7,3,8,3,1,2,3,1,1,9465,12897,0,1,25,1394,6,1,706,5501,3288,1682,43,1,0,1,9,19702,6180,2336,1,47,23,48,1,10,15,30,7,False,200,185,20849,2873,670,6021,4294,813,56,290,5,1943,464,403,4,0,1,40
usoOhU9I1p9uqCY9nDuLfwGNLEELcdWzerCwX1hbWga7dsDHe57f5GnV64SsHgm0,False,TOP,SOLO,MIDDLE,TOP,1,12,224,False,1209,False,True,1,False,False,True,False,2,3,1,1,6,12,2,0,2,0,3,0,1,1,3,8,4,2,2,5,1,0,16091,13254,2,2,15,799,0,2,435,14796,3062,1568,46,1,0,2,7,8422,2359,2940,1,36,47,32,4,14,2,30,29,True,100,80,11555,4802,413,6828,1627,1243,66,241,5,528,693,500,2,2,1,23
yHHmQOUbOb7zCAjjAwXetl44JfYca59JiXqJgL9abwU3bdey2VD9r1gDEk2UcKf3,True,MIDDLE,SOLO,BOTTOM,BOTTOM,4,13,189,False,2174,False,False,0,False,True,True,True,1,3,0,1,1,0,1,2,1,1,3,2,1,5,3,2,5,3,5,5,0,3,10740,13723,2,2,23,694,10,0,560,13043,1282,990,39,0,0,0,8,13354,3465,1192,2,48,28,21,2,15,18,21,14,False,200,126,20037,8459,983,7758,4575,1340,44,273,1,1206,758,175,0,2,1,29
_Euf38_V0HyPLEZt6GLy9m4C5h4ruRrYH4PYnjRwz8TqgUlnbGOxxEeIHmTqODNy8ivAviDWNPgSAg,False,BOTTOM,CARRY,TOP,JUNGLE,8,3,108,True,1058,False,False,1,True,True,True,False,2,1,1,1,5,8,0,1,3,0,2,0,0,9,5,7,4,0,5,4,0,2,18929,14779,0,0,21,1007,5,2,391,7942,4729,997,39,0,1,1,4,9156,1292,526,0,31,31,17,5,36,13,17,16,True,200,186,11934,7382,383,9930,2587,127,92,294,4,622,328,409,5,3,1,10
DgVQahCtRrmUf3ESwkEL0r2Zz8ky6Tnc0VnpAL1S6xbNDR6YRPG9GPQKu4UC3K0w,False,JUNGLE,CARRY,MIDDLE,JUNGLE,3,13,120,True,2176,True,True,0,True,False,False,True,2,3,1,0,2,6,0,0,1,5,0,0,0,1,5,6,2,3,2,0,5,2,14310,8587,0,1,30,1378,10,3,339,5715,4663,1431,12,1,1,3,4,11145,4720,1331,3,16,33,17,4,30,29,28,17,False,200,186,13630,2450,1681,8152,1819,130,54,164,2,1359,796,437,5,1,1,33
